#{"t_start": 1709852568.9109983, "env_id": null}
r,l,t
7.599995,76,218.151755
6.3999963,64,218.156828
7.899995,79,218.190457
12.300011,123,218.209052
7.3999953,74,218.218459
7.3999953,74,218.218548
10.600004,106,218.237119
7.799995,78,218.251393
9.099998,91,218.256557
7.499995,75,218.28047
6.9999957,70,218.285334
7.899995,79,218.285412
10.000002,100,218.285431
7.799995,78,218.290273
13.600016,136,218.295065
8.299995,83,218.295141
7.599995,76,218.299879
6.899996,69,218.299955
8.199995,82,218.319003
7.799995,78,218.319082
6.799996,68,218.333171
8.699997,87,218.333249
7.599995,76,218.351872
15.000021,150,218.356647
7.3999953,74,218.371476
10.800005,108,218.376323
7.499995,75,218.381162
8.099995,81,218.386043
9.299999,93,218.386118
6.2999964,63,218.405154
9.299999,93,218.405234
7.899995,79,218.419585
6.799996,68,218.429118
7.2999954,73,218.429196
13.000013,130,218.429218
8.699997,87,218.438651
9.900002,99,218.438729
10.500004,105,218.4435
7.2999954,73,218.45301
4.399998,44,218.467256
3.7999985,38,218.467334
11.300007,113,218.476765
14.100018,141,218.476845
8.499996,85,218.481964
8.099995,81,218.496485
12.00001,120,218.496562
6.599996,66,218.506159
8.799997,88,218.506238
14.100018,141,218.516102
8.699997,87,218.52138
6.499996,65,218.521462
0.2,2,222.309442
0.3,3,222.314762
0.4,4,222.319969
0.4,4,222.320072
1.0000001,10,222.350691
1.5000002,15,222.375742
1.8000003,18,222.391459
1.9000003,19,222.396827
2.0000002,20,222.402215
2.1000001,21,222.40736
2.9999993,30,222.453691
3.0999992,31,222.459023
3.0999992,31,222.459102
3.0999992,31,222.45913
3.199999,32,222.464394
3.399999,34,222.47498
3.4999988,35,222.480301
3.6999986,37,222.490898
3.6999986,37,222.490981
3.9999983,40,222.505114
4.0999985,41,222.50981
4.0999985,41,222.509877
4.0999985,41,222.509897
4.1999984,42,222.514518
4.1999984,42,222.514585
4.399998,44,222.523788
4.499998,45,222.528458
4.599998,46,222.533133
4.699998,47,222.537803
4.799998,48,222.542434
4.799998,48,222.542515
4.799998,48,222.542537
4.8999977,49,222.547139
5.1999974,52,222.560856
5.399997,54,222.570101
5.499997,55,222.574745
5.699997,57,222.583931
5.699997,57,222.584
5.9999967,60,222.597638
6.1999965,62,222.606863
6.1999965,62,222.606932
6.2999964,63,222.611514
6.3999963,64,222.616137
6.699996,67,222.629815
6.899996,69,222.639006
6.899996,69,222.639076
3.199999,32,222.639096
6.9999957,70,222.643697
6.799996,68,222.65287
7.2999954,73,222.65753
7.3999953,74,222.6622
7.3999953,74,222.662266
7.599995,76,222.671369
7.9999948,80,222.689732
8.499996,85,222.712721
8.699997,87,222.721914
8.699997,87,222.721981
9.099998,91,222.740125
9.199999,92,222.744789
9.4,94,222.7539
8.999998,90,222.753968
6.599996,66,222.763033
9.900002,99,222.776716
9.900002,99,222.776786
6.9999957,70,222.785934
9.199999,92,222.790566
10.300003,103,222.795178
7.3999953,74,222.804333
10.300003,103,222.808985
10.700005,107,222.813605
7.2999954,73,222.81367
6.3999963,64,222.818244
6.899996,69,222.822881
7.699995,77,222.836481
9.700001,97,222.854766
10.300003,103,222.863979
7.0999956,71,222.868607
7.799995,78,222.868675
10.000002,100,222.873229
8.299995,83,222.873296
12.20001,122,222.882395
8.099995,81,222.887036
6.599996,66,222.887101
10.500004,105,222.887122
12.500011,125,222.896493
8.099995,81,222.915298
7.3999953,74,222.915384
8.799997,88,222.92017
6.799996,68,222.920245
8.499996,85,222.929535
7.699995,77,222.952908
8.999998,90,222.957721
9.900002,99,222.967112
9.5,95,222.971845
10.900005,109,222.97192
12.10001,121,222.976612
6.599996,66,222.976688
10.300003,103,222.98613
4.799998,48,223.000152
9.700001,97,223.009515
8.499996,85,223.032842
5.9999967,60,223.03292
8.399996,84,223.046984
6.9999957,70,223.047062
9.4,94,223.0518
10.600004,106,223.061347
9.900002,99,223.066139
8.099995,81,223.066213
10.500004,105,223.070974
13.3000145,133,223.080401
16.500027,165,223.094601
10.600004,106,223.104076
12.800013,128,223.123067
8.099995,81,223.123147
10.300003,103,223.123171
7.2999954,73,223.132569
10.600004,106,223.132649
7.699995,77,223.146839
9.5,95,223.156404
13.400015,134,223.174324
7.599995,76,223.199901
9.4,94,223.199985
11.400007,114,223.200007
7.9999948,80,223.200027
12.10001,121,223.200051
9.800001,98,223.205304
7.0999956,71,223.215337
6.9999957,70,223.226038
7.599995,76,223.235871
9.900002,99,223.24976
9.299999,93,223.24983
9.5,95,223.249851
5.8999968,59,223.254533
13.100014,131,223.259232
8.299995,83,223.268969
9.800001,98,223.279052
6.1999965,62,223.279136
9.700001,97,223.279158
8.599997,86,223.303632
9.5,95,223.322701
6.9999957,70,223.327631
6.599996,66,223.332514
7.899995,79,223.337404
10.700005,107,223.33748
9.4,94,223.342312
6.2999964,63,223.342388
12.20001,122,223.347212
9.700001,97,223.366313
8.199995,82,223.371292
13.600016,136,223.371372
9.4,94,223.376469
11.900009,119,223.386233
9.900002,99,223.395976
7.699995,77,223.429311
7.499995,75,223.434086
11.700008,117,223.448134
8.299995,83,223.452924
12.500011,125,223.457915
10.900005,109,223.457996
16.800028,168,223.462716
6.799996,68,223.467526
17.100029,171,223.467601
9.700001,97,223.472279
5.699997,57,223.477018
7.1999955,72,223.477092
8.499996,85,223.495596
13.100014,131,223.50494
11.100006,111,223.514313
8.099995,81,223.519177
0.1,1,227.325256
0.4,4,227.341131
0.4,4,227.341209
0.5,5,227.346284
0.6,6,227.351412
0.8000001,8,227.361651
0.8000001,8,227.361729
1.2000002,12,227.381526
1.2000002,12,227.381605
1.6000003,16,227.401381
1.8000003,18,227.411592
2.0000002,20,227.421629
2.1000001,21,227.426757
2.2,22,227.431971
2.3,23,227.437267
2.3,23,227.437346
2.5999997,26,227.452872
2.6999996,27,227.457817
2.7999995,28,227.462721
2.8999994,29,227.467603
2.8999994,29,227.467678
3.199999,32,227.481914
3.199999,32,227.481992
3.399999,34,227.491553
3.5999987,36,227.501031
3.5999987,36,227.501098
3.7999985,38,227.510322
3.7999985,38,227.51039
3.8999984,39,227.515056
3.9999983,40,227.519717
4.2999983,43,227.533352
4.799998,48,227.556158
4.8999977,49,227.561044
4.8999977,49,227.561111
4.8999977,49,227.561132
4.9999976,50,227.56585
5.0999975,51,227.570505
5.1999974,52,227.575368
5.2999973,53,227.581218
5.399997,54,227.585903
5.499997,55,227.590869
5.599997,56,227.59575
5.699997,57,227.600617
5.9999967,60,227.615016
6.0999966,61,227.620037
6.0999966,61,227.620114
6.0999966,61,227.620141
5.8999968,59,227.629947
6.2999964,63,227.630018
6.699996,67,227.64957
6.799996,68,227.654563
6.9999957,70,227.664383
6.1999965,62,227.66446
6.9999957,70,227.664489
4.1999984,42,227.669401
7.9999948,80,227.713719
7.9999948,80,227.713802
7.499995,75,227.713832
8.099995,81,227.718765
8.199995,82,227.723701
7.799995,78,227.733432
8.399996,84,227.73351
8.199995,82,227.743211
8.699997,87,227.748155
7.599995,76,227.75348
8.999998,90,227.763373
9.199999,92,227.77317
9.199999,92,227.773257
9.4,94,227.783166
9.700001,97,227.79805
9.800001,98,227.80302
5.1999974,52,227.817901
8.099995,81,227.832605
8.699997,87,227.837481
6.699996,67,227.83756
10.400003,104,227.837587
8.499996,85,227.837608
8.499996,85,227.881063
2.5999997,26,227.890773
7.699995,77,227.890853
7.899995,79,227.920094
6.0999966,61,227.920177
8.299995,83,227.924999
8.899998,89,227.925079
9.199999,92,227.929842
11.700008,117,227.934805
9.800001,98,227.934885
7.1999955,72,227.948903
10.200003,102,227.958903
11.100006,111,227.978031
10.000002,100,227.987622
10.400003,104,227.9877
11.400007,114,227.987727
5.2999973,53,227.992384
11.900009,119,228.006347
9.099998,91,228.01571
8.299995,83,228.025097
8.799997,88,228.029813
9.800001,98,228.034599
9.800001,98,228.03932
11.400007,114,228.053304
14.000017,140,228.062698
10.000002,100,228.067509
9.800001,98,228.067585
7.3999953,74,228.077191
10.700005,107,228.086964
10.600004,106,228.091708
8.899998,89,228.096434
8.999998,90,228.101162
12.20001,122,228.101239
6.2999964,63,228.101267
7.799995,78,228.110583
10.100002,101,228.119919
8.299995,83,228.124675
7.899995,79,228.129388
9.900002,99,228.134213
11.400007,114,228.139085
8.799997,88,228.139166
7.899995,79,228.153306
10.800005,108,228.153383
11.300007,113,228.167804
5.8999968,59,228.172974
6.1999965,62,228.177977
8.499996,85,228.19278
8.099995,81,228.19286
7.899995,79,228.197829
15.700024,157,228.212363
10.300003,103,228.212451
7.9999948,80,228.217262
11.600008,116,228.227063
11.600008,116,228.232033
10.800005,108,228.236901
14.100018,141,228.246401
7.3999953,74,228.246495
17.60003,176,228.255898
5.8999968,59,228.270053
9.199999,92,228.280409
9.199999,92,228.280492
7.499995,75,228.289827
7.699995,77,228.303931
12.500011,125,228.345735
11.900009,119,228.345819
5.2999973,53,228.350587
9.099998,91,228.355391
9.5,95,228.379553
9.6,96,228.384608
9.800001,98,228.389541
8.699997,87,228.394676
8.599997,86,228.404316
13.600016,136,228.409155
11.900009,119,228.409234
9.6,96,228.409261
16.000025,160,228.423933
9.099998,91,228.424018
10.300003,103,228.429293
8.299995,83,228.438978
8.999998,90,228.448756
17.30003,173,228.453625
7.1999955,72,228.458517
8.999998,90,228.463339
7.499995,75,228.463419
9.6,96,228.468198
8.499996,85,228.473094
7.799995,78,228.4782
4.599998,46,228.478282
8.499996,85,228.478308
7.0999956,71,228.478328
7.899995,79,228.483298
7.1999955,72,228.488058
9.700001,97,228.492797
10.000002,100,228.515857
12.00001,120,228.534647
10.000002,100,228.53473
7.1999955,72,228.539383
8.099995,81,228.54408
8.599997,86,228.54416
9.700001,97,228.55799
0.70000005,7,232.513426
1.1000001,11,232.534658
1.5000002,15,232.554902
1.5000002,15,232.55498
1.5000002,15,232.555001
1.7000003,17,232.564819
1.9000003,19,232.57489
2.2,22,232.589905
2.5999997,26,232.610378
2.6999996,27,232.615671
2.9999993,30,232.630282
3.0999992,31,232.635327
3.0999992,31,232.635409
3.199999,32,232.640347
3.299999,33,232.645537
3.4999988,35,232.655683
3.4999988,35,232.65576
3.5999987,36,232.660845
3.7999985,38,232.670907
4.399998,44,232.700901
4.499998,45,232.706021
4.599998,46,232.711148
4.599998,46,232.711223
4.799998,48,232.721207
4.8999977,49,232.726273
4.9999976,50,232.731405
4.9999976,50,232.731481
4.9999976,50,232.731507
5.1999974,52,232.741606
5.1999974,52,232.741684
5.1999974,52,232.741704
5.2999973,53,232.746767
5.399997,54,232.751768
5.499997,55,232.757549
5.799997,58,232.771949
5.799997,58,232.772026
5.799997,58,232.772045
5.9999967,60,232.781595
5.9999967,60,232.781671
6.0999966,61,232.786463
6.3999963,64,232.800855
6.499996,65,232.80572
6.499996,65,232.805794
6.499996,65,232.805814
6.499996,65,232.805831
6.499996,65,232.805847
6.799996,68,232.820048
6.899996,69,232.824866
7.3999953,74,232.848734
6.9999957,70,232.863146
7.9999948,80,232.877497
8.099995,81,232.882325
8.199995,82,232.887165
8.399996,84,232.896804
8.499996,85,232.901818
8.799997,88,232.916126
6.1999965,62,232.916203
8.899998,89,232.920977
8.899998,89,232.921053
9.199999,92,232.935268
9.5,95,232.949549
8.199995,82,232.959223
8.099995,81,232.973536
5.499997,55,233.006968
7.2999954,73,233.016589
10.900005,109,233.016668
11.000006,110,233.02146
8.199995,82,233.045286
11.700008,117,233.054941
8.499996,85,233.069388
7.3999953,74,233.088722
8.699997,87,233.093847
9.4,94,233.098954
6.9999957,70,233.108997
7.799995,78,233.109075
6.899996,69,233.114029
9.4,94,233.114105
6.599996,66,233.119136
8.199995,82,233.124275
11.400007,114,233.12435
8.799997,88,233.129221
8.499996,85,233.134146
11.900009,119,233.139053
13.400015,134,233.139131
10.500004,105,233.148738
7.899995,79,233.153651
11.000006,110,233.153725
12.600012,126,233.17313
8.199995,82,233.178026
9.6,96,233.197246
10.000002,100,233.197326
8.899998,89,233.216467
10.500004,105,233.221364
12.20001,122,233.22624
6.9999957,70,233.226315
12.500011,125,233.245389
15.600023,156,233.245469
9.199999,92,233.250305
10.800005,108,233.264735
10.300003,103,233.269625
11.000006,110,233.279511
10.800005,108,233.279593
8.499996,85,233.289081
9.099998,91,233.303401
7.899995,79,233.303479
10.300003,103,233.303499
10.100002,101,233.312861
10.600004,106,233.317614
9.700001,97,233.317689
12.00001,120,233.322558
10.800005,108,233.327558
6.699996,67,233.347233
11.500008,115,233.376254
11.800009,118,233.376335
8.999998,90,233.385789
13.100014,131,233.385867
8.599997,86,233.390675
6.899996,69,233.39075
17.50003,175,233.39077
7.899995,79,233.390788
9.800001,98,233.395525
10.400003,104,233.400314
9.199999,92,233.405101
7.599995,76,233.414567
8.199995,82,233.414652
10.600004,106,233.42893
6.0999966,61,233.434029
10.700005,107,233.434104
11.400007,114,233.45383
18.300034,183,233.483722
8.099995,81,233.48381
7.3999953,74,233.488948
7.0999956,71,233.494123
6.1999965,62,233.499476
7.899995,79,233.499556
7.9999948,80,233.499577
12.900013,129,233.509828
6.2999964,63,233.524896
8.599997,86,233.530264
17.20003,172,233.545685
11.000006,110,233.555333
8.799997,88,233.564801
13.200014,132,233.579212
9.199999,92,233.589108
8.999998,90,233.593972
9.800001,98,233.598848
10.300003,103,233.598928
10.300003,103,233.605105
8.799997,88,233.612633
7.899995,79,233.612733
8.999998,90,233.618315
10.100002,101,233.623967
11.2000065,112,233.624061
10.200003,102,233.629567
8.999998,90,233.646118
8.599997,86,233.656589
8.299995,83,233.661704
11.400007,114,233.721766
6.699996,67,233.726867
6.899996,69,233.736487
0.3,3,237.578956
0.5,5,237.588768
0.6,6,237.593782
0.6,6,237.593856
0.70000005,7,237.598851
0.70000005,7,237.598929
0.9000001,9,237.61003
0.9000001,9,237.610114
1.1000001,11,237.620863
1.5000002,15,237.64124
1.9000003,19,237.661212
2.1000001,21,237.671375
2.1000001,21,237.671453
2.1000001,21,237.671475
2.2,22,237.67639
2.3999999,24,237.686409
2.6999996,27,237.700931
2.6999996,27,237.701009
2.6999996,27,237.701029
2.8999994,29,237.710697
2.8999994,29,237.710774
2.8999994,29,237.710793
3.199999,32,237.725277
3.4999988,35,237.7398
3.4999988,35,237.739879
3.4999988,35,237.7399
3.4999988,35,237.739918
3.9999983,40,237.763637
4.0999985,41,237.768518
4.0999985,41,237.768595
4.1999984,42,237.773425
4.399998,44,237.783045
4.399998,44,237.783121
4.499998,45,237.787911
4.699998,47,237.797477
4.799998,48,237.802324
4.8999977,49,237.807213
5.0999975,51,237.816823
5.2999973,53,237.826364
5.399997,54,237.831276
5.9999967,60,237.859917
6.1999965,62,237.869751
6.499996,65,237.884812
6.599996,66,237.889801
6.699996,67,237.894821
7.3999953,74,237.928429
7.3999953,74,237.928508
7.599995,76,237.938176
7.599995,76,237.938253
7.799995,78,237.948044
7.799995,78,237.948123
8.099995,81,237.963184
8.299995,83,237.974203
8.399996,84,237.979228
8.399996,84,237.979302
8.799997,88,237.998411
8.799997,88,237.998505
8.899998,89,238.003499
8.699997,87,238.008453
8.099995,81,238.008526
7.0999956,71,238.022957
6.3999963,64,238.023036
9.299999,93,238.023056
8.799997,88,238.028034
8.399996,84,238.033041
8.299995,83,238.047457
7.899995,79,238.057352
7.0999956,71,238.057444
9.199999,92,238.062245
7.499995,75,238.067284
10.300003,103,238.072206
6.899996,69,238.07709
7.0999956,71,238.086971
7.9999948,80,238.091937
10.800005,108,238.096714
10.900005,109,238.10152
6.499996,65,238.106377
10.300003,103,238.106451
7.599995,76,238.111208
11.100006,111,238.111283
7.499995,75,238.143161
9.700001,97,238.148377
9.800001,98,238.153147
10.100002,101,238.158028
7.2999954,73,238.168083
9.900002,99,238.172823
11.900009,119,238.177524
9.299999,93,238.182213
8.399996,84,238.182283
7.799995,78,238.187343
12.700012,127,238.191881
8.899998,89,238.205247
8.599997,86,238.205316
9.800001,98,238.219053
13.000013,130,238.232561
6.9999957,70,238.237287
8.399996,84,238.241919
8.899998,89,238.26018
11.300007,113,238.260246
7.699995,77,238.260265
8.099995,81,238.264838
9.6,96,238.264905
13.800016,138,238.273945
10.300003,103,238.282939
12.400011,124,238.300791
7.3999953,74,238.305325
7.2999954,73,238.31429
9.099998,91,238.327751
8.699997,87,238.356772
6.2999964,63,238.366997
8.199995,82,238.372419
4.2999983,43,238.382345
6.3999963,64,238.38242
11.2000065,112,238.402332
13.500015,135,238.417332
8.699997,87,238.41741
8.799997,88,238.422231
7.599995,76,238.422302
8.499996,85,238.431881
8.699997,87,238.441945
8.899998,89,238.451663
10.200003,102,238.466387
7.599995,76,238.470993
9.6,96,238.471056
5.8999968,59,238.484522
10.200003,102,238.49386
8.399996,84,238.493933
8.299995,83,238.507419
10.100002,101,238.512083
7.3999953,74,238.517306
9.199999,92,238.527261
14.70002,147,238.527335
12.300011,123,238.532252
7.9999948,80,238.537153
10.500004,105,238.537227
6.899996,69,238.546783
11.400007,114,238.55745
7.899995,79,238.562575
10.900005,109,238.586942
10.800005,108,238.59187
10.300003,103,238.596803
7.1999955,72,238.606589
11.700008,117,238.620098
13.3000145,133,238.620168
10.000002,100,238.629671
10.200003,102,238.634372
14.500019,145,238.647814
7.0999956,71,238.647887
8.699997,87,238.652698
15.100021,151,238.657301
12.00001,120,238.674592
10.800005,108,238.690789
10.300003,103,238.700082
11.000006,110,238.704807
11.000006,110,238.709632
9.700001,97,238.709707
9.099998,91,238.714272
12.700012,127,238.750435
10.500004,105,238.764601
14.100018,141,238.78277
17.700031,177,238.782838
7.699995,77,238.791817
7.599995,76,238.796438
7.899995,79,238.796504
6.9999957,70,238.801172
0.1,1,242.566745
0.2,2,242.572608
0.2,2,242.572688
0.4,4,242.584343
0.4,4,242.584419
0.5,5,242.590142
0.6,6,242.595415
0.6,6,242.595497
0.9000001,9,242.610205
1.1000001,11,242.619698
1.1000001,11,242.619768
1.3000002,13,242.629175
1.4000002,14,242.633945
1.7000003,17,242.649032
1.8000003,18,242.654067
2.0000002,20,242.663671
2.0000002,20,242.663739
2.1000001,21,242.668441
2.2,22,242.673436
2.3,23,242.678104
2.3,23,242.678173
2.5999997,26,242.691916
2.9999993,30,242.710423
2.9999993,30,242.710502
3.399999,34,242.728714
3.399999,34,242.728785
3.4999988,35,242.733393
3.6999986,37,242.742734
3.9999983,40,242.756373
4.399998,44,242.774702
4.499998,45,242.779593
4.499998,45,242.779659
5.0999975,51,242.807831
5.0999975,51,242.807899
5.2999973,53,242.817304
5.499997,55,242.827001
5.699997,57,242.836444
5.699997,57,242.836516
5.8999968,59,242.845974
5.9999967,60,242.850744
6.0999966,61,242.855511
6.2999964,63,242.864898
4.399998,44,242.879037
6.599996,66,242.879107
6.2999964,63,242.88381
6.9999957,70,242.897952
7.699995,77,242.930981
7.0999956,71,242.931052
7.799995,78,242.935863
7.799995,78,242.93593
7.899995,79,242.940638
7.9999948,80,242.945462
8.099995,81,242.950235
7.699995,77,242.954983
8.199995,82,242.95505
8.199995,82,242.95507
6.499996,65,242.969
8.499996,85,242.969071
8.699997,87,242.978512
8.999998,90,242.99298
3.5999987,36,243.007264
5.8999968,59,243.007333
8.299995,83,243.012146
7.599995,76,243.021609
3.7999985,38,243.026414
9.5,95,243.026489
9.6,96,243.031218
9.6,96,243.040669
9.900002,99,243.04074
10.200003,102,243.050148
10.200003,102,243.050218
8.999998,90,243.054891
9.4,94,243.054958
7.9999948,80,243.054978
9.5,95,243.082794
11.000006,110,243.087513
4.9999976,50,243.09225
6.699996,67,243.096951
7.9999948,80,243.106319
8.099995,81,243.115657
11.700008,117,243.120431
11.2000065,112,243.125217
8.299995,83,243.134656
10.900005,109,243.134725
9.5,95,243.139527
10.500004,105,243.144407
12.600012,126,243.163742
7.499995,75,243.173391
12.800013,128,243.173457
13.000013,130,243.182698
13.000013,130,243.182769
10.900005,109,243.18279
6.3999963,64,243.182808
8.199995,82,243.19682
9.700001,97,243.214879
5.799997,58,243.228702
12.400011,124,243.238526
6.699996,67,243.247891
6.799996,68,243.270958
12.400011,124,243.294325
8.699997,87,243.294396
15.600023,156,243.303722
6.699996,67,243.308396
10.000002,100,243.308464
3.0999992,31,243.317725
11.600008,116,243.327549
6.599996,66,243.332282
10.200003,102,243.345925
6.899996,69,243.350913
7.499995,75,243.360368
9.5,95,243.379128
12.300011,123,243.388623
7.3999953,74,243.388694
13.3000145,133,243.402298
12.300011,123,243.407094
6.499996,65,243.411896
7.699995,77,243.411976
9.5,95,243.416711
9.5,95,243.416778
10.300003,103,243.421366
12.10001,121,243.421432
8.299995,83,243.430397
16.100025,161,243.435058
10.500004,105,243.435126
10.200003,102,243.435145
10.600004,106,243.444337
7.599995,76,243.444407
9.5,95,243.453853
8.499996,85,243.453929
15.900024,159,243.459486
11.2000065,112,243.464533
7.0999956,71,243.475637
12.700012,127,243.480903
7.499995,75,243.491664
9.299999,93,243.497862
12.800013,128,243.50797
7.599995,76,243.527697
8.299995,83,243.532758
10.800005,108,243.542126
8.699997,87,243.542198
8.899998,89,243.546828
10.900005,109,243.551488
8.099995,81,243.560661
8.399996,84,243.597625
10.200003,102,243.602255
7.499995,75,243.606885
14.500019,145,243.645246
11.700008,117,243.65481
12.700012,127,243.659632
7.3999953,74,243.664458
8.999998,90,243.669245
10.400003,104,243.679467
14.000017,140,243.679538
9.900002,99,243.690024
12.900013,129,243.700692
7.599995,76,243.700801
8.999998,90,243.707566
8.499996,85,243.72312
8.599997,86,243.723199
11.300007,113,243.728449
12.300011,123,243.738901
10.700005,107,243.749236
6.1999965,62,243.765757
6.599996,66,243.776415
8.799997,88,243.781609
7.9999948,80,243.786548
7.499995,75,243.786616
8.999998,90,243.796389
12.600012,126,243.796458
0.4,4,247.60344
0.70000005,7,247.617856
0.9000001,9,247.627571
0.9000001,9,247.627639
1.2000002,12,247.641862
1.2000002,12,247.641937
1.7000003,17,247.665593
1.7000003,17,247.665664
1.8000003,18,247.670417
1.8000003,18,247.670502
2.1000001,21,247.685382
2.2,22,247.690175
2.2,22,247.690243
2.3999999,24,247.699653
2.3999999,24,247.699723
2.8999994,29,247.722945
2.9999993,30,247.727661
2.9999993,30,247.727727
3.299999,33,247.741508
3.399999,34,247.746219
3.5999987,36,247.755474
3.6999986,37,247.760151
3.6999986,37,247.760219
3.9999983,40,247.773834
4.599998,46,247.801227
4.599998,46,247.801296
4.8999977,49,247.81495
4.8999977,49,247.815021
4.8999977,49,247.815041
5.0999975,51,247.82392
5.0999975,51,247.823987
5.399997,54,247.837705
5.699997,57,247.851584
5.699997,57,247.85166
5.699997,57,247.85168
5.9999967,60,247.865108
6.2999964,63,247.878812
6.3999963,64,247.88336
6.499996,65,247.887978
6.699996,67,247.896969
6.9999957,70,247.910756
7.1999955,72,247.91973
7.2999954,73,247.924566
7.3999953,74,247.929524
7.3999953,74,247.929591
7.599995,76,247.93872
7.699995,77,247.94328
7.799995,78,247.947816
7.899995,79,247.95245
7.9999948,80,247.957399
7.9999948,80,247.95747
8.299995,83,247.971069
8.799997,88,247.993538
8.999998,90,248.020702
9.4,94,248.020772
8.599997,86,248.025242
9.099998,91,248.039039
10.300003,103,248.061819
10.300003,103,248.06189
10.300003,103,248.061911
7.899995,79,248.061927
10.400003,104,248.066425
8.699997,87,248.071255
8.799997,88,248.071333
10.600004,106,248.075837
6.899996,69,248.075906
6.699996,67,248.08054
8.299995,83,248.103338
8.299995,83,248.107939
7.599995,76,248.108018
11.500008,115,248.117074
6.3999963,64,248.117143
7.499995,75,248.143834
10.200003,102,248.152765
11.400007,114,248.15284
7.599995,76,248.161875
11.400007,114,248.166491
12.700012,127,248.171364
12.700012,127,248.171438
12.700012,127,248.171459
7.0999956,71,248.17596
10.600004,106,248.185243
8.099995,81,248.185317
7.9999948,80,248.190166
9.900002,99,248.199739
11.2000065,112,248.20441
13.400015,134,248.204479
12.20001,122,248.204499
7.9999948,80,248.21822
8.199995,82,248.227472
7.599995,76,248.23211
10.700005,107,248.23218
6.9999957,70,248.241529
8.299995,83,248.246206
12.700012,127,248.250828
11.600008,116,248.260009
8.199995,82,248.264638
10.000002,100,248.273845
10.700005,107,248.29225
9.900002,99,248.29232
13.800016,138,248.306019
13.700016,137,248.319844
8.199995,82,248.333626
9.199999,92,248.333697
8.399996,84,248.338415
8.599997,86,248.338497
7.499995,75,248.33852
6.899996,69,248.384688
13.800016,138,248.389398
10.200003,102,248.398777
8.199995,82,248.398846
6.799996,68,248.422029
10.700005,107,248.422103
7.899995,79,248.440747
9.099998,91,248.445503
8.399996,84,248.450261
8.199995,82,248.45033
7.2999954,73,248.455061
11.300007,113,248.459789
6.2999964,63,248.478441
8.999998,90,248.478524
6.799996,68,248.48796
9.299999,93,248.492734
9.900002,99,248.497429
6.3999963,64,248.502147
13.700016,137,248.511662
12.700012,127,248.511783
6.499996,65,248.531931
10.200003,102,248.55129
6.899996,69,248.55601
8.199995,82,248.57082
13.3000145,133,248.576052
8.699997,87,248.576119
11.000006,110,248.57614
10.200003,102,248.581255
8.899998,89,248.591689
10.300003,103,248.591766
13.3000145,133,248.591792
6.799996,68,248.597044
9.5,95,248.60208
8.499996,85,248.602152
9.800001,98,248.607142
8.799997,88,248.607213
11.300007,113,248.612146
15.4000225,154,248.617147
7.799995,78,248.617213
8.799997,88,248.622141
8.799997,88,248.636838
8.399996,84,248.641846
7.0999956,71,248.646788
7.9999948,80,248.646857
13.3000145,133,248.646882
8.399996,84,248.651774
7.699995,77,248.661535
5.599997,56,248.671337
15.600023,156,248.681057
13.100014,131,248.691157
10.300003,103,248.696119
11.400007,114,248.707156
7.799995,78,248.717051
6.0999966,61,248.722034
12.800013,128,248.726813
10.500004,105,248.736031
8.699997,87,248.740749
10.000002,100,248.740814
8.999998,90,248.768089
8.299995,83,248.786486
0.1,1,252.55244
0.5,5,252.576463
0.6,6,252.582087
0.70000005,7,252.587563
0.8000001,8,252.593183
1.0000001,10,252.603391
1.2000002,12,252.614033
1.3000002,13,252.619547
1.6000003,16,252.635857
1.7000003,17,252.641396
1.9000003,19,252.652075
2.1000001,21,252.663052
2.7999995,28,252.701032
2.7999995,28,252.701103
3.199999,32,252.722552
3.199999,32,252.722626
3.199999,32,252.722653
3.399999,34,252.733614
3.399999,34,252.733693
3.6999986,37,252.750335
3.6999986,37,252.750408
3.9999983,40,252.766541
4.0999985,41,252.771625
4.1999984,42,252.776495
4.2999983,43,252.781522
4.2999983,43,252.781586
4.399998,44,252.7865
4.399998,44,252.786565
4.499998,45,252.791623
4.699998,47,252.801644
4.8999977,49,252.813568
4.9999976,50,252.81902
5.0999975,51,252.824115
5.499997,55,252.843935
5.699997,57,252.853986
5.8999968,59,252.863939
5.9999967,60,252.868922
5.9999967,60,252.868988
5.9999967,60,252.869016
6.0999966,61,252.873918
6.2999964,63,252.883789
6.2999964,63,252.883855
6.3999963,64,252.888771
6.499996,65,252.893666
6.599996,66,252.898476
6.799996,68,252.90817
6.799996,68,252.908238
6.799996,68,252.913049
6.9999957,70,252.917956
6.9999957,70,252.918022
7.0999956,71,252.922914
7.2999954,73,252.933679
7.2999954,73,252.933743
6.799996,68,252.947481
6.1999965,62,252.961201
6.799996,68,252.966174
6.9999957,70,252.966244
8.199995,82,252.975509
8.399996,84,252.984936
8.399996,84,252.985001
8.399996,84,252.985023
8.499996,85,252.989586
5.399997,54,252.994146
8.699997,87,252.998749
8.199995,82,253.007873
9.299999,93,253.027075
10.400003,104,253.076822
8.599997,86,253.08153
10.300003,103,253.100046
6.9999957,70,253.109482
11.100006,111,253.109551
8.999998,90,253.109579
11.2000065,112,253.114354
9.700001,97,253.119188
10.100002,101,253.124009
11.500008,115,253.128761
7.1999955,72,253.147547
8.799997,88,253.152387
8.999998,90,253.171341
6.9999957,70,253.176118
8.699997,87,253.185832
8.399996,84,253.185911
12.400011,124,253.19536
