#{"t_start": 1709852568.9109983, "env_id": null}
r,l,t
16.400026,164,1596.86798
11.800009,118,1596.877693
20.900043,209,1596.90251
14.300018,143,1596.936332
11.400007,114,1596.936411
9.800001,98,1596.941437
11.400007,114,1596.941511
6.499996,65,1596.976533
13.700016,137,1596.981418
12.10001,121,1597.006013
6.3999963,64,1597.025299
10.000002,100,1597.02537
15.000021,150,1597.02539
10.700005,107,1597.025408
17.50003,175,1597.03008
18.200033,182,1597.035367
7.1999955,72,1597.041001
15.4000225,154,1597.069714
33.60005,236,1597.074413
9.299999,93,1597.106555
22.100048,221,1597.106638
16.600027,166,1597.106661
11.900009,119,1597.12987
0.1,1,1601.061346
0.2,2,1601.066632
0.2,2,1601.066705
10.700001,7,1601.091107
10.8,8,1601.09592
0.9000001,9,1601.100755
0.9000001,9,1601.100826
1.1000001,11,1601.110418
1.2000002,12,1601.115278
1.2000002,12,1601.115353
1.5000002,15,1601.129486
2.1000001,21,1601.158919
2.1000001,21,1601.15899
2.3,23,1601.168889
2.7999995,28,1601.192531
2.8999994,29,1601.197339
2.9999993,30,1601.202215
3.4999988,35,1601.225649
3.6999986,37,1601.239237
3.6999986,37,1601.239308
4.699998,47,1601.289879
5.1999974,52,1601.314428
6.0999966,61,1601.359606
6.2999964,63,1601.376835
6.3999963,64,1601.376917
7.699995,77,1601.459048
7.899995,79,1601.459168
7.899995,79,1601.459197
7.2999954,73,1601.479399
7.599995,76,1601.491144
8.499996,85,1601.496612
8.599997,86,1601.502641
8.799997,88,1601.514418
8.799997,88,1601.514507
18.799997,88,1601.514531
9.5,95,1601.551987
19.6,96,1601.558746
19.7,97,1601.563793
9.900002,99,1601.574645
10.100002,101,1601.58455
10.100002,101,1601.584623
10.300003,103,1601.594279
10.400003,104,1601.599107
8.199995,82,1601.604389
11.2000065,112,1601.63796
11.2000065,112,1601.638032
9.700001,97,1601.638053
7.799995,78,1601.642765
21.400007,114,1601.647528
11.700008,117,1601.661628
11.900009,119,1601.671114
10.000002,100,1601.68055
12.20001,122,1601.68555
12.300011,123,1601.690208
12.300011,123,1601.690277
12.600012,126,1601.704142
12.600012,126,1601.704212
10.300003,103,1601.727083
11.900009,119,1601.727155
13.3000145,133,1601.736332
13.600016,136,1601.750064
13.900017,139,1601.76449
14.600019,146,1601.799314
14.70002,147,1601.80466
15.300022,153,1601.834538
15.4000225,154,1601.839669
8.399996,84,1601.88481
26.400026,164,1601.889978
16.600027,166,1601.910412
17.000029,170,1601.920769
8.199995,82,1601.920847
10.700005,107,1601.925979
6.1999965,62,1601.966828
10.300003,103,1601.982222
15.4000225,154,1601.987334
9.700001,97,1601.998137
15.600023,156,1602.003185
18.200033,182,1602.017911
9.299999,93,1602.017994
18.100033,181,1602.023044
7.1999955,72,1602.047926
20.00004,200,1602.072699
9.700001,97,1602.08261
30.500042,205,1602.097545
11.000006,110,1602.097626
12.400011,124,1602.102652
20.700043,207,1602.107557
7.9999948,80,1602.126779
8.799997,88,1602.126859
31.300045,213,1602.13613
21.600046,216,1602.150901
11.800009,118,1602.165132
10.100002,101,1602.183881
13.700016,137,1602.193405
12.400011,124,1602.193475
10.600004,106,1602.193499
14.200018,142,1602.203492
31.800047,218,1602.213724
18.300034,183,1602.219177
23.400053,234,1602.238095
9.700001,97,1602.247625
7.499995,75,1602.261987
11.100006,111,1602.299859
10.100002,101,1602.30478
16.500027,165,1602.309677
10.500004,105,1602.319322
18.900036,189,1602.328868
14.100018,141,1602.328948
0.1,1,1606.357018
0.1,1,1606.357095
0.2,2,1606.362977
0.2,2,1606.363054
0.5,5,1606.378721
0.5,5,1606.378849
0.9000001,9,1606.40017
1.2000002,12,1606.415146
1.2000002,12,1606.415225
1.3000002,13,1606.420185
1.6000003,16,1606.436074
1.6000003,16,1606.436176
1.7000003,17,1606.442559
1.9000003,19,1606.453956
2.0000002,20,1606.459613
2.3999999,24,1606.482363
2.7999995,28,1606.505585
2.8999994,29,1606.51126
3.299999,33,1606.534043
3.399999,34,1606.540514
3.5999987,36,1606.554819
3.5999987,36,1606.554901
3.6999986,37,1606.560727
3.6999986,37,1606.560822
4.9999976,50,1606.640432
5.0999975,51,1606.646443
5.2999973,53,1606.65938
5.2999973,53,1606.659481
5.399997,54,1606.664822
5.399997,54,1606.664896
5.499997,55,1606.670504
15.799997,58,1606.689158
5.9999967,60,1606.700927
6.1999965,62,1606.712884
6.2999964,63,1606.718555
6.3999963,64,1606.724237
6.599996,66,1606.737354
6.799996,68,1606.747314
8.299995,83,1606.845345
8.999998,90,1606.887686
9.299999,93,1606.90619
9.299999,93,1606.906275
9.4,94,1606.925436
7.9999948,80,1606.925522
9.700001,97,1606.931349
9.199999,92,1606.931482
20.000002,100,1606.95414
9.5,95,1606.995151
10.900005,109,1607.008183
9.4,94,1607.014579
7.3999953,74,1607.014661
10.200003,102,1607.019914
11.100006,111,1607.019994
11.700008,117,1607.053231
13.000013,130,1607.130067
13.000013,130,1607.130157
13.100014,131,1607.137031
10.200003,102,1607.137127
7.9999948,80,1607.156018
13.600016,136,1607.167852
11.700008,117,1607.167931
11.2000065,112,1607.167953
13.700016,137,1607.17346
13.700016,137,1607.173536
14.300018,143,1607.210289
14.400019,144,1607.216306
14.500019,145,1607.221931
8.699997,87,1607.222015
13.400015,134,1607.227633
8.799997,88,1607.260526
13.600016,136,1607.266303
12.00001,120,1607.288492
10.400003,104,1607.298355
10.600004,106,1607.298429
11.400007,114,1607.32366
16.700027,167,1607.339044
13.500015,135,1607.343944
16.300026,163,1607.384225
17.700031,177,1607.394389
14.100018,141,1607.394475
12.00001,120,1607.404859
17.900032,179,1607.410109
18.200033,182,1607.415148
12.00001,120,1607.435344
19.000036,190,1607.455554
16.100025,161,1607.4801
9.900002,99,1607.480178
19.500038,195,1607.4802
14.100018,141,1607.480223
13.500015,135,1607.494922
10.300003,103,1607.504885
17.20003,172,1607.504964
30.400042,204,1607.525078
11.400007,114,1607.539688
31.100044,211,1607.559776
10.400003,104,1607.559844
6.699996,67,1607.598329
22.40005,224,1607.624206
16.200026,162,1607.654901
33.000053,230,1607.659943
7.1999955,72,1607.660017
14.400019,144,1607.703624
13.000013,130,1607.703707
33.60005,236,1607.708938
15.200022,152,1607.714162
9.800001,98,1607.720128
34.800056,248,1607.746558
11.400007,114,1607.762778
12.10001,121,1607.767841
14.300018,143,1607.777936
23.500053,235,1607.782784
11.800009,118,1607.782853
10.900005,109,1607.782874
12.00001,120,1607.788001
0.1,1,1611.879403
0.1,1,1611.879497
0.70000005,7,1611.910796
0.9000001,9,1611.920531
1.2000002,12,1611.9356
1.3000002,13,1611.94064
1.5000002,15,1611.950844
1.5000002,15,1611.950912
1.6000003,16,1611.955828
1.9000003,19,1611.971539
2.0000002,20,1611.97688
2.0000002,20,1611.976959
2.2,22,1611.987358
3.199999,32,1612.037645
3.4999988,35,1612.054164
3.8999984,39,1612.07466
4.0999985,41,1612.084774
4.1999984,42,1612.089917
4.399998,44,1612.100039
4.9999976,50,1612.132115
5.0999975,51,1612.137902
5.1999974,52,1612.143068
5.699997,57,1612.171097
5.9999967,60,1612.186893
6.0999966,61,1612.192208
7.1999955,72,1612.25326
17.199997,72,1612.253344
7.499995,75,1612.267707
8.099995,81,1612.29643
7.699995,77,1612.310992
8.499996,85,1612.315851
8.699997,87,1612.32584
18.699997,87,1612.325908
8.899998,89,1612.335572
8.999998,90,1612.340461
8.999998,90,1612.345302
7.899995,79,1612.350073
9.299999,93,1612.354972
7.699995,77,1612.369185
9.900002,99,1612.38343
8.299995,83,1612.402488
10.300003,103,1612.402562
10.700005,107,1612.42491
20.800005,108,1612.430173
10.800005,108,1612.430249
21.500008,115,1612.465902
10.500004,105,1612.476401
11.800009,118,1612.481501
21.90001,119,1612.486779
10.300003,103,1612.486845
12.20001,122,1612.502092
12.300011,123,1612.507437
12.400011,124,1612.513999
23.700016,137,1612.582041
12.800013,128,1612.582112
13.800016,138,1612.587228
13.900017,139,1612.592364
14.000017,140,1612.597475
12.500011,125,1612.633765
14.70002,147,1612.633837
14.70002,147,1612.633859
10.800005,108,1612.659179
15.300022,153,1612.66395
13.900017,139,1612.668716
15.600023,156,1612.678293
16.200026,162,1612.706501
16.200026,162,1612.706571
14.200018,142,1612.706593
13.100014,131,1612.711296
8.699997,87,1612.735004
26.900028,169,1612.740113
11.400007,114,1612.750818
27.100029,171,1612.750891
13.3000145,133,1612.756281
8.499996,85,1612.772234
9.199999,92,1612.792363
18.000032,180,1612.802038
18.500034,185,1612.821365
11.600008,116,1612.836405
13.3000145,133,1612.860608
10.100002,101,1612.865479
11.000006,110,1612.870365
29.700039,197,1612.880044
19.90004,199,1612.889569
11.000006,110,1612.889639
12.400011,124,1612.889661
14.900021,149,1612.899059
9.5,95,1612.903759
9.700001,97,1612.917885
20.800043,208,1612.93206
21.100044,211,1612.946728
8.799997,88,1612.946808
19.80004,198,1612.956323
12.500011,125,1612.97027
6.9999957,70,1612.975138
9.800001,98,1612.975207
8.199995,82,1612.993904
7.2999954,73,1613.017515
10.900005,109,1613.022319
17.60003,176,1613.022391
12.700012,127,1613.03647
18.000032,180,1613.036541
13.400015,134,1613.050783
9.299999,93,1613.083733
14.900021,149,1613.108283
13.000013,130,1613.12732
35.200058,252,1613.141629
0.4,4,1617.025647
0.8000001,8,1617.04545
0.8000001,8,1617.04552
0.9000001,9,1617.050474
0.9000001,9,1617.050543
1.0000001,10,1617.055493
1.2000002,12,1617.06538
1.3000002,13,1617.07054
1.3000002,13,1617.070612
1.4000002,14,1617.075512
2.1000001,21,1617.111052
2.3,23,1617.121929
2.3,23,1617.122009
2.3,23,1617.12203
2.3999999,24,1617.127729
2.4999998,25,1617.133207
2.5999997,26,1617.138608
2.6999996,27,1617.143535
2.6999996,27,1617.143606
3.0999992,31,1617.164341
3.5999987,36,1617.189294
3.5999987,36,1617.189365
3.7999985,38,1617.198906
3.8999984,39,1617.204292
3.8999984,39,1617.204361
3.9999983,40,1617.209105
4.1999984,42,1617.218427
4.2999983,43,1617.223317
4.9999976,50,1617.257296
5.2999973,53,1617.272566
5.499997,55,1617.282018
15.5999975,56,1617.2876
5.699997,57,1617.292402
6.0999966,61,1617.311362
6.1999965,62,1617.316053
6.1999965,62,1617.316122
6.1999965,62,1617.316143
16.199997,62,1617.316161
16.299997,63,1617.321188
7.1999955,72,1617.363691
5.9999967,60,1617.373032
7.599995,76,1617.382296
7.699995,77,1617.387079
7.699995,77,1617.387149
7.799995,78,1617.391752
7.899995,79,1617.396406
8.399996,84,1617.419846
8.399996,84,1617.419915
19.3,93,1617.461901
7.0999956,71,1617.466589
19.7,97,1617.48069
8.399996,84,1617.480762
8.299995,83,1617.514481
10.400003,104,1617.514563
9.700001,97,1617.524095
10.300003,103,1617.569555
11.900009,119,1617.588848
8.399996,84,1617.608353
7.3999953,74,1617.646254
10.600004,106,1617.676709
9.6,96,1617.68142
14.600019,146,1617.719217
24.60002,146,1617.719296
14.600019,146,1617.719317
12.20001,122,1617.733568
14.100018,141,1617.745483
7.499995,75,1617.750351
5.9999967,60,1617.755783
25.300022,153,1617.755852
15.4000225,154,1617.760668
14.500019,145,1617.760738
15.000021,150,1617.760758
9.900002,99,1617.765576
13.3000145,133,1617.770829
12.00001,120,1617.770904
11.800009,118,1617.77572
25.800024,158,1617.780421
11.800009,118,1617.794485
10.200003,102,1617.808745
16.500027,165,1617.813467
7.0999956,71,1617.813535
8.099995,81,1617.813557
14.200018,142,1617.823011
15.900024,159,1617.823078
17.60003,176,1617.866108
16.500027,165,1617.875558
14.600019,146,1617.894166
10.600004,106,1617.894237
14.70002,147,1617.917282
10.900005,109,1617.917353
18.900036,189,1617.926652
18.900036,189,1617.926719
12.800013,128,1617.93133
8.999998,90,1617.951274
9.700001,97,1617.951351
19.600039,196,1617.961289
19.90004,199,1617.97604
12.10001,121,1617.980893
10.800005,108,1618.004103
14.200018,142,1618.004174
13.400015,134,1618.008954
16.200026,162,1618.036932
15.000021,150,1618.037006
17.700031,177,1618.050892
32.000046,220,1618.074012
15.800024,158,1618.074085
9.900002,99,1618.083491
9.199999,92,1618.117045
8.399996,84,1618.121976
7.2999954,73,1618.140902
15.700024,157,1618.140975
12.20001,122,1618.15702
7.3999953,74,1618.166624
6.1999965,62,1618.203232
14.200018,142,1618.213331
13.200014,132,1618.238359
15.000021,150,1618.263777
0.5,5,1622.11423
0.9000001,9,1622.133286
1.0000001,10,1622.138188
1.2000002,12,1622.147635
1.3000002,13,1622.152363
1.3000002,13,1622.152432
1.6000003,16,1622.16662
1.9000003,19,1622.180814
2.0000002,20,1622.185563
12.1,21,1622.190656
2.2,22,1622.195684
2.2,22,1622.195752
2.3999999,24,1622.205719
2.4999998,25,1622.21061
3.399999,34,1622.254081
3.399999,34,1622.254155
3.5999987,36,1622.263623
13.599999,36,1622.263693
3.9999983,40,1622.28282
4.0999985,41,1622.288464
4.0999985,41,1622.288587
14.199999,42,1622.29471
4.499998,45,1622.310174
4.699998,47,1622.32081
4.8999977,49,1622.330529
6.2999964,63,1622.39786
6.499996,65,1622.407623
6.599996,66,1622.412346
6.699996,67,1622.417094
16.799995,68,1622.422697
6.899996,69,1622.427499
6.9999957,70,1622.432249
6.9999957,70,1622.432318
7.2999954,73,1622.447186
7.2999954,73,1622.447257
7.699995,77,1622.466932
18.799997,88,1622.520645
8.799997,88,1622.520718
8.799997,88,1622.520739
9.4,94,1622.549582
9.4,94,1622.549656
9.5,95,1622.554941
9.700001,97,1622.566319
10.000002,100,1622.581015
10.300003,103,1622.596173
10.500004,105,1622.609592
10.800005,108,1622.62796
11.100006,111,1622.644707
7.599995,76,1622.650074
7.599995,76,1622.650148
11.400007,114,1622.660362
11.100006,111,1622.671455
11.700008,117,1622.677322
9.800001,98,1622.677418
12.10001,121,1622.698195
10.000002,100,1622.698269
10.100002,101,1622.708305
11.100006,111,1622.71332
9.299999,93,1622.72872
12.900013,129,1622.738595
13.000013,130,1622.743444
13.200014,132,1622.753033
13.400015,134,1622.762976
13.500015,135,1622.767915
9.5,95,1622.77294
13.700016,137,1622.777734
13.900017,139,1622.787891
14.300018,143,1622.807711
13.600016,136,1622.821914
25.100021,151,1622.847307
11.700008,117,1622.847387
10.900005,109,1622.862385
14.600019,146,1622.86743
15.000021,150,1622.907031
7.799995,78,1622.950871
10.900005,109,1622.950949
27.50003,175,1622.965717
15.700024,157,1622.976214
27.800032,178,1622.981416
18.000032,180,1622.991933
16.400026,164,1622.992013
16.900028,169,1622.997292
14.500019,145,1623.01813
6.0999966,61,1623.018214
28.600035,186,1623.023642
11.600008,116,1623.023724
13.900017,139,1623.034925
8.599997,86,1623.066903
8.499996,85,1623.077435
10.800005,108,1623.077514
12.300011,123,1623.098027
16.300026,163,1623.12922
8.499996,85,1623.134449
9.5,95,1623.139811
10.700005,107,1623.165515
14.400019,144,1623.170947
17.60003,176,1623.192786
7.899995,79,1623.198237
9.199999,92,1623.204337
9.800001,98,1623.214834
12.900013,129,1623.225254
8.999998,90,1623.230451
16.100025,161,1623.266295
11.800009,118,1623.271554
9.700001,97,1623.276742
14.200018,142,1623.297563
17.30003,173,1623.307939
9.6,96,1623.308018
14.100018,141,1623.31811
32.50005,225,1623.364092
18.200033,182,1623.364171
33.000053,230,1623.384379
10.100002,101,1623.389764
7.599995,76,1623.395081
20.900043,209,1623.395157
0.3,3,1627.36082
0.4,4,1627.366293
0.5,5,1627.372121
0.6,6,1627.377682
0.70000005,7,1627.383096
0.70000005,7,1627.383174
0.8000001,8,1627.388688
0.8000001,8,1627.388765
0.9000001,9,1627.394044
1.2000002,12,1627.410023
1.4000002,14,1627.421052
1.4000002,14,1627.42113
1.7000003,17,1627.437017
1.8000003,18,1627.442747
2.1000001,21,1627.460464
2.1000001,21,1627.460609
2.2,22,1627.466733
2.7999995,28,1627.49906
2.8999994,29,1627.504544
3.0999992,31,1627.514769
3.199999,32,1627.519718
3.7999985,38,1627.55303
3.8999984,39,1627.558804
3.8999984,39,1627.558886
4.1999984,42,1627.574423
14.299999,43,1627.579377
4.799998,48,1627.604912
5.699997,57,1627.649951
5.699997,57,1627.650026
5.799997,58,1627.655429
5.799997,58,1627.655507
6.1999965,62,1627.674862
6.499996,65,1627.689863
6.799996,68,1627.704496
6.899996,69,1627.709279
7.1999955,72,1627.723351
6.599996,66,1627.728223
7.599995,76,1627.742446
7.599995,76,1627.742532
7.2999954,73,1627.765693
6.699996,67,1627.765764
8.799997,88,1627.798587
8.899998,89,1627.803319
8.899998,89,1627.80339
8.899998,89,1627.803412
9.099998,91,1627.812713
9.099998,91,1627.812787
9.099998,91,1627.812811
9.299999,93,1627.822986
9.299999,93,1627.823058
9.6,96,1627.856113
10.100002,101,1627.860926
9.700001,97,1627.865669
9.5,95,1627.875321
10.600004,106,1627.884907
9.700001,97,1627.899072
20.900005,109,1627.899144
7.1999955,72,1627.909089
11.100006,111,1627.909158
11.700008,117,1627.936791
11.900009,119,1627.946762
12.10001,121,1627.956457
7.3999953,74,1627.961252
10.100002,101,1627.966058
6.599996,66,1628.018546
9.6,96,1628.018624
13.600016,136,1628.029221
13.800016,138,1628.039729
7.799995,78,1628.049783
8.199995,82,1628.049853
8.599997,86,1628.064349
14.300018,143,1628.064419
11.2000065,112,1628.06444
11.400007,114,1628.078638
14.600019,146,1628.116272
15.300022,153,1628.116439
15.600023,156,1628.139429
7.3999953,74,1628.181097
16.600027,166,1628.198166
15.800024,158,1628.198248
10.100002,101,1628.198271
16.600027,166,1628.214535
17.000029,170,1628.219709
9.4,94,1628.219788
13.200014,132,1628.240625
7.0999956,71,1628.245742
14.70002,147,1628.2509
16.400026,164,1628.261239
9.299999,93,1628.291299
16.400026,164,1628.296411
8.599997,86,1628.331443
11.100006,111,1628.331522
12.10001,121,1628.342001
10.700005,107,1628.352164
19.400038,194,1628.37235
11.400007,114,1628.387764
30.700043,207,1628.407856
10.800005,108,1628.41293
10.000002,100,1628.428674
18.800035,188,1628.453742
17.50003,175,1628.46394
12.800013,128,1628.479472
20.300041,203,1628.49459
11.2000065,112,1628.530203
14.600019,146,1628.54621
14.500019,145,1628.556909
8.399996,84,1628.562016
20.10004,201,1628.577316
9.800001,98,1628.582428
14.80002,148,1628.582515
22.60005,226,1628.592981
13.3000145,133,1628.598027
13.500015,135,1628.598103
10.300003,103,1628.608435
14.600019,146,1628.613909
23.000051,230,1628.619472
8.499996,85,1628.650372
12.10001,121,1628.655769
0.1,1,1632.571774
0.2,2,1632.576913
10.400001,4,1632.58681
10.400001,4,1632.586884
0.5,5,1632.591786
0.8000001,8,1632.606529
0.9000001,9,1632.611334
1.1000001,11,1632.621015
1.4000002,14,1632.637542
1.8000003,18,1632.658939
1.9000003,19,1632.66566
2.0000002,20,1632.672245
2.1000001,21,1632.677703
2.4999998,25,1632.699263
2.5999997,26,1632.704867
2.5999997,26,1632.70494
2.5999997,26,1632.704963
2.7999995,28,1632.715084
2.8999994,29,1632.721366
3.399999,34,1632.746157
3.4999988,35,1632.751416
4.0999985,41,1632.782742
4.0999985,41,1632.782838
4.399998,44,1632.798328
4.599998,46,1632.808306
4.8999977,49,1632.823948
4.9999976,50,1632.829127
5.1999974,52,1632.83909
6.699996,67,1632.913522
6.699996,67,1632.913595
6.799996,68,1632.918773
7.2999954,73,1632.942501
7.3999953,74,1632.947376
7.499995,75,1632.952814
7.799995,78,1632.96847
17.899996,79,1632.97484
7.9999948,80,1632.980307
8.499996,85,1633.007176
18.599997,86,1633.012548
7.9999948,80,1633.023174
8.799997,88,1633.023244
8.999998,90,1633.033189
9.099998,91,1633.038346
8.099995,81,1633.043364
9.4,94,1633.053134
9.800001,98,1633.079761
9.900002,99,1633.087002
10.000002,100,1633.094254
10.000002,100,1633.094353
10.100002,101,1633.105884
8.299995,83,1633.116402
10.500004,105,1633.121536
7.9999948,80,1633.126561
10.100002,101,1633.126636
10.600004,106,1633.126658
10.800005,108,1633.145277
11.100006,111,1633.149972
21.200006,112,1633.15476
11.800009,118,1633.182869
11.700008,117,1633.220509
9.199999,92,1633.22058
13.200014,132,1633.248457
12.900013,129,1633.253106
11.900009,119,1633.276774
12.400011,124,1633.276843
24.200018,142,1633.295892
14.500019,145,1633.310617
12.800013,128,1633.315575
12.800013,128,1633.325371
15.500023,155,1633.358427
12.900013,129,1633.358511
7.1999955,72,1633.368117
15.800024,158,1633.373
8.599997,86,1633.382604
9.4,94,1633.387645
16.500027,165,1633.406682
14.200018,142,1633.422016
7.799995,78,1633.42209
6.899996,69,1633.422112
7.499995,75,1633.427337
9.700001,97,1633.432507
17.000029,170,1633.45266
27.40003,174,1633.452729
17.50003,175,1633.45759
8.799997,88,1633.462575
15.200022,152,1633.467466
27.700031,177,1633.467536
14.200018,142,1633.497919
8.499996,85,1633.508622
5.499997,55,1633.52351
13.600016,136,1633.523579
13.800016,138,1633.523602
29.100037,191,1633.537875
11.400007,114,1633.542623
10.400003,104,1633.542688
12.700012,127,1633.556868
8.999998,90,1633.556934
16.000025,160,1633.556955
8.899998,89,1633.556972
16.900028,169,1633.572196
7.9999948,80,1633.615045
16.400026,164,1633.624937
6.9999957,70,1633.625019
16.100025,161,1633.636302
9.199999,92,1633.636376
3.8999984,39,1633.650296
14.900021,149,1633.664162
5.0999975,51,1633.678072
11.700008,117,1633.687637
11.500008,115,1633.706158
7.2999954,73,1633.719934
8.399996,84,1633.738422
7.2999954,73,1633.74318
15.200022,152,1633.767236
15.900024,159,1633.767304
14.200018,142,1633.776672
8.599997,86,1633.781813
15.200022,152,1633.796352
14.400019,144,1633.796422
34.500057,245,1633.801209
6.499996,65,1633.825265
9.4,94,1633.830242
10.700005,107,1633.835274
20.600042,206,1633.835348
35.200058,252,1633.835368
14.300018,143,1633.844847
8.499996,85,1633.849813
32.70005,227,1633.849891
0.4,4,1637.727854
0.4,4,1637.727932
0.6,6,1637.739198
0.6,6,1637.739272
0.6,6,1637.739291
0.8000001,8,1637.749717
0.9000001,9,1637.754917
1.1000001,11,1637.764305
1.2000002,12,1637.768991
1.4000002,14,1637.778444
1.5000002,15,1637.783168
1.6000003,16,1637.788013
2.3999999,24,1637.826742
2.3999999,24,1637.826817
2.3999999,24,1637.826836
2.5999997,26,1637.837064
2.6999996,27,1637.842143
2.8999994,29,1637.851639
3.199999,32,1637.866111
3.4999988,35,1637.880692
3.8999984,39,1637.900169
4.2999983,43,1637.919895
4.499998,45,1637.929581
5.2999973,53,1637.967561
5.9999967,60,1638.000984
6.0999966,61,1638.00619
6.499996,65,1638.025308
6.599996,66,1638.029951
6.799996,68,1638.039897
6.899996,69,1638.044547
7.699995,77,1638.08316
18.199995,82,1638.107542
7.3999953,74,1638.107622
18.299995,83,1638.112381
7.9999948,80,1638.117455
8.499996,85,1638.122209
8.999998,90,1638.145508
9.099998,91,1638.15091
9.099998,91,1638.150978
7.1999955,72,1638.174261
9.900002,99,1638.188457
10.200003,102,1638.202954
20.300003,103,1638.207806
10.400003,104,1638.21287
11.000006,110,1638.242324
6.499996,65,1638.242393
11.2000065,112,1638.255639
21.200006,112,1638.25571
11.500008,115,1638.271494
11.600008,116,1638.276398
12.400011,124,1638.314529
11.000006,110,1638.326178
12.00001,120,1638.326248
11.100006,111,1638.326269
11.800009,118,1638.341353
12.900013,129,1638.341423
5.2999973,53,1638.346295
23.300014,133,1638.360575
13.400015,134,1638.365322
13.700016,137,1638.379638
23.800016,138,1638.384284
9.900002,99,1638.384354
13.200014,132,1638.384374
11.400007,114,1638.384391
13.400015,134,1638.384408
8.599997,86,1638.388993
13.900017,139,1638.38906
9.900002,99,1638.402731
14.500019,145,1638.420489
14.600019,146,1638.427404
8.599997,86,1638.43359
14.900021,149,1638.449539
14.100018,141,1638.455903
12.10001,121,1638.455994
15.4000225,154,1638.476811
14.200018,142,1638.486199
16.300026,163,1638.519159
8.699997,87,1638.558427
10.300003,103,1638.563089
3.8999984,39,1638.567761
6.0999966,61,1638.581622
14.500019,145,1638.586272
17.900032,179,1638.595511
15.200022,152,1638.595584
11.500008,115,1638.604894
8.399996,84,1638.614258
12.400011,124,1638.61914
10.300003,103,1638.623879
18.600035,186,1638.628615
16.200026,162,1638.638327
10.700005,107,1638.643147
8.499996,85,1638.643215
7.9999948,80,1638.648081
18.200033,182,1638.666409
13.000013,130,1638.671727
9.4,94,1638.676378
6.899996,69,1638.690335
29.90004,199,1638.690405
10.500004,105,1638.699905
20.400042,204,1638.714094
20.20004,202,1638.73274
7.0999956,71,1638.737696
10.000002,100,1638.742347
12.20001,122,1638.751773
12.20001,122,1638.756521
7.9999948,80,1638.756593
12.400011,124,1638.765899
13.3000145,133,1638.771706
31.600046,216,1638.771775
7.9999948,80,1638.799174
14.200018,142,1638.822194
9.099998,91,1638.831831
7.899995,79,1638.831896
8.599997,86,1638.841727
6.899996,69,1638.8467
6.1999965,62,1638.851508
8.299995,83,1638.851578
9.700001,97,1638.856727
9.900002,99,1638.875524
4.8999977,49,1638.875594
10.100002,101,1638.880372
12.700012,127,1638.880441
12.800013,128,1638.885467
11.2000065,112,1638.890309
34.200058,242,1638.895297
11.700008,117,1638.900043
17.60003,176,1638.904919
7.599995,76,1638.930031
22.60005,226,1638.9351
11.800009,118,1638.962925
0.70000005,7,1642.830321
0.9000001,9,1642.840301
0.9000001,9,1642.840371
1.0000001,10,1642.845159
1.5000002,15,1642.869226
2.3,23,1642.906863
2.6999996,27,1642.92658
3.0999992,31,1642.94537
3.299999,33,1642.954912
3.4999988,35,1642.964189
3.8999984,39,1642.982876
4.2999983,43,1643.002295
4.499998,45,1643.012848
4.799998,48,1643.027681
4.8999977,49,1643.032426
5.0999975,51,1643.042125
5.0999975,51,1643.042201
5.0999975,51,1643.042222
5.1999974,52,1643.047033
5.399997,54,1643.057305
15.5999975,56,1643.06669
5.699997,57,1643.072311
5.8999968,59,1643.081808
6.1999965,62,1643.095873
6.599996,66,1643.115001
6.899996,69,1643.129528
7.0999956,71,1643.139227
7.1999955,72,1643.143905
17.799995,78,1643.172352
7.899995,79,1643.177338
8.299995,83,1643.195951
8.299995,83,1643.19602
8.299995,83,1643.196042
8.499996,85,1643.205361
8.699997,87,1643.214559
5.499997,55,1643.219147
8.799997,88,1643.219216
8.799997,88,1643.219235
9.299999,93,1643.242993
9.5,95,1643.252117
9.700001,97,1643.261275
9.700001,97,1643.261345
10.300003,103,1643.288971
9.099998,91,1643.302712
11.500008,115,1643.345305
11.600008,116,1643.350072
6.599996,66,1643.360204
11.800009,118,1643.360285
11.900009,119,1643.365738
11.900009,119,1643.365803
9.199999,92,1643.386037
12.700012,127,1643.405136
12.700012,127,1643.405213
12.900013,129,1643.414668
5.599997,56,1643.44399
8.599997,86,1643.454642
12.20001,122,1643.508031
24.50002,145,1643.508109
25.000021,150,1643.537534
10.400003,104,1643.552682
14.600019,146,1643.552756
15.4000225,154,1643.55811
14.600019,146,1643.567954
9.700001,97,1643.568024
11.2000065,112,1643.572827
10.600004,106,1643.601855
10.100002,101,1643.601928
26.700027,167,1643.620951
26.900028,169,1643.630492
16.900028,169,1643.630563
8.299995,83,1643.635247
17.50003,175,1643.660373
9.800001,98,1643.665138
15.200022,152,1643.679305
6.799996,68,1643.702786
6.799996,68,1643.712224
28.600035,186,1643.712297
13.3000145,133,1643.717094
10.000002,100,1643.721973
18.100033,181,1643.731308
8.799997,88,1643.736033
6.899996,69,1643.740874
10.000002,100,1643.754992
10.800005,108,1643.759686
13.200014,132,1643.768843
19.90004,199,1643.773509
30.00004,200,1643.778118
13.200014,132,1643.782769
14.600019,146,1643.787406
17.30003,173,1643.815257
5.399997,54,1643.81533
13.3000145,133,1643.853717
16.700027,167,1643.863677
18.000032,180,1643.868652
10.200003,102,1643.873827
10.700005,107,1643.883658
32.400047,224,1643.893691
15.500023,155,1643.903637
