#{"t_start": 1713899393.4067721, "env_id": null}
r,l,t
2.8399994,84,15.227884
2.7299995,73,15.254861
7.010007,101,15.271141
5.1500015,115,15.282214
0.7199996,72,15.282307
0.69999963,70,15.293109
1.5499997,55,15.293198
4.310006,131,15.30958
0.8299995,83,15.331626
0.78999954,79,15.347754
0.67999965,68,15.358514
6.1900034,119,15.364028
0.5099998,51,15.369453
0.41999987,42,15.380244
0.42999986,43,15.380336
2.7699995,77,15.396362
2.7399995,74,15.401839
0.7499996,75,15.40729
2.7199996,72,15.407378
8.130012,113,15.412773
0.90999943,91,15.418381
2.7599995,76,15.466859
2.6299996,63,15.472361
1.1799992,118,15.483149
1.5299997,53,15.515563
2.8599992,86,15.526632
10.10001,110,15.532205
3.0799992,108,15.559155
9.730014,173,15.570124
5.880002,88,15.575645
0.4899998,49,15.575737
4.1300015,113,15.581173
2.8199995,82,15.581262
0.7099996,71,15.581286
0.7599996,76,15.581308
3.8599994,86,15.586775
0.78999954,79,15.592234
7.120015,112,15.603077
0.56999975,57,15.603168
0.58999974,59,15.603193
1.7299995,73,15.608556
1.7199996,72,15.608643
4.1100016,111,15.614022
5.8100033,81,15.61953
4.3500047,135,15.641303
1.8899994,89,15.641391
2.229999,123,15.646751
2.4599988,146,15.65233
0.69999963,70,15.652467
0.44999984,45,15.663996
0.86999947,87,15.669101
1.6999996,70,15.674304
4.7000027,170,15.684491
3.7999995,80,15.689834
2.5299997,53,15.689917
0.87999946,88,15.699841
2.9699993,97,15.710206
3.9899993,99,15.710296
1.9699993,97,15.721108
9.330021,133,15.731928
0.5199998,52,15.748229
2.0699992,107,15.748321
9.820012,182,15.753701
1.6999996,70,15.759092
0.32999995,33,15.764516
2.7599995,76,15.775215
4.7300005,73,15.775305
0.68999964,69,15.780657
3.9399993,94,15.791277
6.200001,120,15.791367
7.480014,148,15.796729
7.3700094,137,15.802146
3.8399994,84,15.802239
5.6200027,62,15.807542
9.280011,128,15.818301
0.40999988,41,15.823784
6.290015,129,15.829286
0.76999956,77,15.829375
3.269999,127,15.871625
0.5499998,55,15.877032
0.26000002,26,17.16504
10.12003,212,17.171164
0.6499997,65,17.182306
0.67999965,68,17.19285
0.66999966,67,17.192936
5.380006,138,17.198142
4.0099993,101,17.2033
0.6499997,65,17.203385
0.30999997,31,17.20861
5.110008,111,17.208692
0.68999964,69,17.229147
13.730029,173,17.259901
1.4499998,45,17.264961
9.270019,127,17.265042
1.7099996,71,17.280012
1.4799998,48,17.285207
6.2400064,124,17.285291
0.6399997,64,17.290393
7.5300255,153,17.300593
1.8999994,90,17.300678
6.220003,122,17.300699
4.930004,93,17.305657
0.99999934,100,17.310759
6.800003,80,17.315856
2.8699994,87,17.325871
1.6199996,62,17.325952
0.5299998,53,17.336009
6.0700045,107,17.336093
3.8299994,83,17.355828
0.44999984,45,17.355914
3.7499995,75,17.365798
2.8099995,81,17.365882
1.8999994,90,17.375959
1.7199996,72,17.386028
4.0199995,102,17.405895
5.980008,98,17.411115
3.199999,120,17.416254
1.5699997,57,17.42133
1.7999995,80,17.431372
1.7199996,72,17.446666
1.0299994,103,17.451901
3.9599993,96,17.462048
5.220004,122,17.467241
1.8399994,84,17.477245
0.9699994,97,17.487303
0.8199995,82,17.492437
7.230013,123,17.497561
0.8599995,86,17.497642
0.6399997,64,17.507548
2.0999992,110,17.507641
16.00002,200,17.512645
0.6299997,63,17.51773
0.6299997,63,17.522736
0.6399997,64,17.533042
3.5199988,152,17.533128
5.290017,129,17.53315
3.9799993,98,17.557867
3.9999993,100,17.562901
0.3999999,40,17.568071
0.6399997,64,17.583385
0.58999974,59,17.588468
9.260011,126,17.593636
0.7199996,72,17.59372
0.55999976,56,17.598798
2.6299996,63,17.598882
0.67999965,68,17.60878
0.8599995,86,17.608864
6.5000105,150,17.613946
4.340007,134,17.619121
0.36999992,37,17.619202
1.0699993,107,17.629044
10.220016,122,17.634169
1.6999996,70,17.654294
0.6399997,64,17.659423
2.9299994,93,17.664586
3.949999,95,17.684528
0.7099996,71,17.684616
5.050005,105,17.699446
5.8,80,17.704488
10.680023,168,17.714935
0.6099997,61,17.715015
0.8199995,82,17.720152
3.8899994,89,17.73529
0.5399998,54,17.740525
0.57999974,58,17.770574
2.5399997,54,17.77066
3.9499993,95,17.780559
0.5399998,54,17.785581
0.9499994,95,17.790657
1.5899997,59,17.790742
0.41999987,42,17.800634
0.5499998,55,17.800718
0.8499995,85,17.815341
3.7999995,80,17.815425
6.100008,110,17.820349
0.8099995,81,17.825322
0.7599996,76,17.835207
0.6399997,64,17.840178
0.4899998,49,17.845231
7.0300045,103,17.845313
8.730024,173,17.850298
0.7299996,73,17.855227
7.140007,114,17.860179
0.55999976,56,17.865198
2.7199996,72,17.870166
0.6299997,63,17.875148
1.7399995,74,17.880163
0.7399996,74,17.904358
1.8099995,81,17.904444
15.990026,199,17.914078
1.0899993,109,17.914162
7.1300097,113,17.923814
0.57999974,58,17.923897
0.78999954,79,17.928861
1.0999993,110,17.928943
0.55999976,56,17.943639
0.7599996,76,17.943724
3.6599994,66,17.943748
5.8500023,85,17.958334
10.040012,104,17.982526
3.7399995,74,17.987567
5.5500183,155,17.987651
0.56999975,57,17.9975
2.339999,134,18.007357
10.840019,184,18.012422
4.67,67,18.017467
1.6699996,67,18.017551
2.6399996,64,18.017572
1.7299995,73,18.022439
1.8199995,82,18.027366
15.690026,169,18.042135
8.210009,121,18.052111
0.90999943,91,18.052193
5.8500032,85,18.052215
3.6899996,69,18.057162
3.9899993,99,18.062159
12.950011,95,18.067151
0.56999975,57,18.072119
1.4499998,45,18.091432
1.5299997,53,18.101396
4.6500034,65,18.121031
6.560012,156,18.135643
5.7100096,71,18.140581
3.6699996,67,18.145619
5.090001,109,18.150671
2.8899994,89,18.16053
3.1599991,116,18.170356
8.040002,104,18.170439
15.310035,231,18.170462
1.6499996,65,18.184929
0.5999997,60,18.199507
9.570012,157,18.204585
14.200019,120,18.204668
0.7199996,72,18.20469
3.7599995,76,18.209678
5.960003,96,18.209761
4.76,76,18.219628
0.6399997,64,18.229365
1.8399994,84,18.22945
1.8399994,84,18.234395
1.7299995,73,18.239293
5.9000006,90,18.244319
3.9799993,98,18.254137
1.9799993,98,18.264013
2.6599996,66,18.268919
1.5599997,56,18.273933
7.090007,109,18.27897
2.5299997,53,18.279053
0.57999974,58,18.293681
2.9099994,91,18.308473
5.130002,113,18.328372
0.5299998,53,18.333434
3.7099996,71,18.338424
1.5899997,59,18.34348
0.69999963,70,18.358207
0.8599995,86,18.368123
4.2000036,120,18.377918
2.9499993,95,18.397546
0.3899999,39,18.402586
2.1199992,112,18.407681
0.78999954,79,18.407763
1.7199996,72,18.407785
8.420009,142,18.407803
5.0100017,101,18.422506
0.7499996,75,18.432271
0.5999997,60,18.432354
3.199999,120,18.43724
0.69999963,70,19.682857
1.8699994,87,19.688112
1.6199996,62,19.6882
3.8099995,81,19.688223
1.1799992,118,19.693345
0.78999954,79,19.693427
0.40999988,41,19.703473
4.6300035,63,19.708508
0.57999974,58,19.708591
3.0999992,110,19.708611
2.0399992,104,19.732918
1.5799997,58,19.742744
0.45999983,46,19.742826
5.1500025,115,19.747791
1.6499996,65,19.762512
3.6199996,62,19.777234
7.180009,118,19.777318
1.6999996,70,19.782254
0.36999992,37,19.787253
0.78999954,79,19.797153
5.670002,67,19.797239
0.5999997,60,19.802199
11.090008,109,19.802282
1.7399995,74,19.807161
1.8699994,87,19.817032
4.0700006,107,19.821946
7.360015,136,19.822029
2.7899995,79,19.831683
2.9599993,96,19.831767
7.7800083,78,19.851125
5.180003,118,19.860936
7.580003,58,19.861022
6.650014,165,19.87563
0.56999975,57,19.875715
4.0099993,101,19.875737
1.7999995,80,19.909656
0.46999982,47,19.914723
8.800006,80,19.924675
2.7399995,74,19.930244
1.4799998,48,19.930333
12.66003,166,19.962076
7.090004,109,19.986845
0.8299995,83,19.992093
0.69999963,70,19.992175
1.6099997,61,19.992198
2.0199993,102,19.997263
5.6900063,169,19.997347
1.8699994,87,20.002402
0.67999965,68,20.007495
2.0699992,107,20.012612
0.6499997,65,20.012694
2.229999,123,20.01794
0.5099998,51,20.033073
0.79999954,80,20.038211
0.57999974,58,20.038298
0.7099996,71,20.058483
0.8099995,81,20.063608
11.700018,170,20.068701
11.69001,169,20.093717
1.8999994,90,20.093805
0.97999936,98,20.103879
2.1299992,113,20.10901
5.6900005,69,20.129874
3.7399995,74,20.134969
0.45999983,46,20.160602
2.0299993,103,20.160687
1.4999998,50,20.165767
2.309999,131,20.165855
2.0399992,104,20.165878
3.6799986,168,20.165898
7.930002,93,20.176425
2.8899994,89,20.192625
6.7400093,74,20.197764
2.8999994,90,20.197847
0.6399997,64,20.202933
5.800001,80,20.203017
7.1300135,113,20.203038
4.600004,160,20.20813
2.0399992,104,20.213187
2.8599994,86,20.223039
5.4900107,149,20.223122
1.0599993,106,20.22809
2.8899994,89,20.228173
3.7799995,78,20.228195
1.7299995,73,20.233069
4.04,104,20.233151
0.8499995,85,20.233172
4.8,80,20.238061
2.8699994,87,20.248149
0.4899998,49,20.253281
0.78999954,79,20.253369
2.6799996,68,20.263604
7.8800077,88,20.268756
5.9300013,93,20.274195
0.4999998,50,20.294139
3.8199995,82,20.294225
1.8699994,87,20.304122
2.5799997,58,20.309203
2.6199996,62,20.309288
4.280003,128,20.314259
4.9900007,99,20.319258
2.7599995,76,20.319346
5.170001,117,20.324255
3.239999,124,20.334069
3.6899996,69,20.339008
0.6499997,65,20.339089
0.34999993,35,20.343943
0.7599996,76,20.348963
3.9299994,93,20.349046
4.3500013,135,20.354121
3.8899994,89,20.384175
1.7799995,78,20.394171
3.7299995,73,20.404183
5.8200026,82,20.409207
9.260015,126,20.433735
1.6399996,64,20.453467
0.77999955,78,20.453557
0.58999974,59,20.463902
2.8999994,90,20.469011
3.8099995,81,20.47408
5.9000006,90,20.474164
4.590001,59,20.498583
0.6099997,61,20.503592
0.6199997,62,20.50869
1.6099997,61,20.508774
4.8500075,85,20.533291
3.0699992,107,20.538301
0.5099998,51,20.548226
3.6599996,66,20.553331
0.40999988,41,20.553422
3.7799995,78,20.558827
1.7799995,78,20.558916
3.0299993,103,20.558941
0.41999987,42,20.563986
0.66999966,67,20.564067
0.6499997,65,20.564091
3.8199992,82,20.573934
6.7400017,74,20.574018
1.6099997,61,20.599054
2.7799995,78,20.599148
0.5299998,53,20.608974
5.6400003,64,20.623801
0.7599996,76,20.628804
4.05,105,20.638731
1.8899994,89,20.638814
3.9999993,100,20.663437
1.7199996,72,20.668477
0.3999999,40,20.673466
4.0700006,107,20.673549
0.9399994,94,20.693083
0.9199994,92,20.693169
4.250005,125,20.698122
3.7699995,77,20.703076
0.7399996,74,20.708046
10.020015,102,20.723093
0.46999982,47,20.73307
1.5299997,53,20.733156
0.8299995,83,20.733177
3.8499994,85,20.733196
12.970013,97,20.738188
1.8599994,86,20.743205
1.8199995,82,20.743285
3.0399992,104,20.748289
0.58999974,59,20.758061
5.340004,134,20.76789
5.180003,118,20.767974
2.8699994,87,20.78267
0.18,18,20.787754
0.78999954,79,20.80255
2.0899992,109,20.812446
1.6799996,68,20.812531
0.7199996,72,20.812552
4.8499994,85,20.817492
8.640021,164,20.817574
6.1800165,118,20.822525
3.1499991,115,20.827502
2.6899996,69,20.847201
1.0199994,102,20.847282
1.8799994,88,20.871765
11.230019,123,20.88646
4.7,70,20.896458
3.339999,134,20.901547
5.0700035,107,20.916421
2.7599995,76,20.931224
8.720003,72,20.93131
3.7599995,76,20.931332
2.7499995,75,20.946227
2.7899995,79,20.956153
6.7300043,173,20.961275
